,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
251,688385.SH,20230901,53.0,53.0,52.15,52.63,52.85,-0.22,-0.4163,20176.08,105954.278
252,688385.SH,20230831,54.2,54.2,52.0,52.85,54.07,-1.22,-2.2563,52914.02,279904.073
253,688385.SH,20230830,55.33,56.14,54.0,54.07,54.78,-0.71,-1.2961,45178.0,248359.878
254,688385.SH,20230829,51.99,55.3,51.53,54.78,52.4,2.38,4.542,51817.78,278732.92
255,688385.SH,20230828,53.5,54.45,51.7,52.4,50.96,1.44,2.8257,41154.6,218085.171
256,688385.SH,20230825,50.75,51.5,50.43,50.96,51.07,-0.11,-0.2154,30856.71,157364.37
257,688385.SH,20230824,50.5,51.38,49.21,51.07,49.03,2.04,4.1607,42421.72,215695.406
258,688385.SH,20230823,50.41,50.41,48.91,49.03,50.29,-1.26,-2.5055,19169.33,95008.427
259,688385.SH,20230822,50.51,51.14,48.65,50.29,50.68,-0.39,-0.7695,36891.45,184438.179
260,688385.SH,20230821,51.01,52.09,50.6,50.68,51.5,-0.82,-1.5922,17881.45,91473.139
261,688385.SH,20230818,52.1,52.89,51.5,51.5,51.31,0.19,0.3703,27795.1,144822.274
262,688385.SH,20230817,49.7,51.5,48.8,51.31,49.81,1.5,3.0114,44379.66,223205.638
263,688385.SH,20230816,50.89,50.89,49.7,49.81,50.69,-0.88,-1.736,22073.84,110451.493
264,688385.SH,20230815,52.32,52.32,50.4,50.69,51.94,-1.25,-2.4066,23041.0,117077.99
265,688385.SH,20230814,52.5,52.8,50.47,51.94,53.29,-1.35,-2.5333,43148.61,221673.505
266,688385.SH,20230811,53.42,54.08,53.23,53.29,53.61,-0.32,-0.5969,20638.71,110825.151
267,688385.SH,20230810,52.57,54.06,52.25,53.61,52.6,1.01,1.9202,21981.03,117140.326
268,688385.SH,20230809,52.44,53.14,52.01,52.6,52.33,0.27,0.516,14767.31,77693.604
269,688385.SH,20230808,52.71,53.19,52.08,52.33,52.71,-0.38,-0.7209,28175.64,148717.38
270,688385.SH,20230807,53.13,53.81,52.5,52.71,53.45,-0.74,-1.3845,28507.22,150701.588
271,688385.SH,20230804,54.46,54.65,53.2,53.45,53.98,-0.53,-0.9818,34510.01,185030.805
272,688385.SH,20230803,55.11,55.79,53.58,53.98,55.57,-1.59,-2.8613,40335.33,219453.12
273,688385.SH,20230802,56.44,56.44,54.88,55.57,56.44,-0.87,-1.5415,33164.0,184056.04
274,688385.SH,20230801,55.65,58.35,55.5,56.44,55.53,0.91,1.6388,59780.41,342204.191
275,688385.SH,20230731,55.24,56.67,54.55,55.53,55.24,0.29,0.525,43361.41,241777.904
276,688385.SH,20230728,55.15,55.41,53.72,55.24,55.04,0.2,0.3634,26913.26,147517.153
277,688385.SH,20230727,55.42,56.09,54.7,55.04,55.04,0.0,0.0,33694.01,186419.811
278,688385.SH,20230726,56.08,56.4,54.6,55.04,56.2,-1.16,-2.0641,27702.37,153179.743
279,688385.SH,20230725,56.2,56.5,55.13,56.2,55.35,0.85,1.5357,25364.4,141566.744
280,688385.SH,20230724,55.35,56.15,54.87,55.35,55.8,-0.45,-0.8065,33012.44,183002.856
281,688385.SH,20230721,56.45,56.9,55.4,55.8,56.29,-0.49,-0.8705,31747.65,178178.802
282,688385.SH,20230720,58.58,58.8,55.73,56.29,58.43,-2.14,-3.6625,44394.59,251977.808
283,688385.SH,20230719,57.0,58.57,56.6,58.43,57.21,1.22,2.1325,53453.16,309199.311
284,688385.SH,20230718,57.55,57.99,56.83,57.21,57.5,-0.29,-0.5043,46774.26,268285.576
285,688385.SH,20230717,58.74,58.84,57.07,57.5,58.59,-1.09,-1.8604,50239.37,288622.641
286,688385.SH,20230714,58.18,60.38,58.02,58.59,58.16,0.43,0.7393,59367.26,350740.668
287,688385.SH,20230713,57.96,59.22,57.65,58.16,57.6,0.56,0.9722,42917.49,250807.193
288,688385.SH,20230712,59.26,59.95,57.3,57.6,59.23,-1.63,-2.752,57119.04,333372.416
289,688385.SH,20230711,57.69,60.35,57.35,59.23,57.35,1.88,3.2781,91220.72,540063.189
290,688385.SH,20230710,56.49,58.25,56.44,57.35,56.08,1.27,2.2646,64836.73,371558.473
291,688385.SH,20230707,55.87,56.77,55.25,56.08,56.38,-0.3,-0.5321,41360.72,231769.418
292,688385.SH,20230706,56.31,57.18,56.0,56.38,56.6,-0.22,-0.3887,48329.06,273254.096
293,688385.SH,20230705,55.92,58.77,55.58,56.6,55.68,0.92,1.6523,101407.06,583236.313
294,688385.SH,20230704,54.05,56.85,54.0,55.81,54.6,1.21,2.2161,91731.46,513030.012
295,688385.SH,20230703,50.19,55.2,50.19,54.6,50.1,4.5,8.982,116513.65,623481.455
296,688385.SH,20230630,48.8,51.04,48.55,50.1,48.91,1.19,2.433,51223.83,255938.884
297,688385.SH,20230629,48.75,50.37,48.55,48.91,48.56,0.35,0.7208,45100.25,223300.162
298,688385.SH,20230628,51.75,52.14,47.79,48.56,51.48,-2.92,-5.6721,96001.67,470041.73
299,688385.SH,20230627,53.01,53.72,51.43,51.48,53.06,-1.58,-2.9778,46647.99,244252.979
300,688385.SH,20230626,53.28,53.74,51.89,53.06,53.85,-0.79,-1.467,44288.51,233699.741
301,688385.SH,20230621,56.37,56.37,53.76,53.85,56.44,-2.59,-4.5889,52735.85,289098.49
302,688385.SH,20230620,55.8,57.49,54.89,56.44,55.85,0.59,1.0564,65296.8,367825.627
303,688385.SH,20230619,56.38,57.0,55.78,55.85,56.5,-0.65,-1.1504,34400.87,193449.753
304,688385.SH,20230616,55.75,57.39,55.6,56.5,55.9,0.6,1.0733,48854.09,276196.44
305,688385.SH,20230615,55.8,56.4,55.14,55.9,55.6,0.3,0.5396,37287.64,208305.721
306,688385.SH,20230614,54.78,56.69,54.3,55.6,54.35,1.25,2.2999,59353.09,329405.427
307,688385.SH,20230613,53.75,54.8,52.7,54.35,53.34,1.01,1.8935,41355.69,222866.564
308,688385.SH,20230612,53.8,54.27,53.2,53.34,53.97,-0.63,-1.1673,35544.42,190952.092
309,688385.SH,20230609,52.88,53.97,52.38,53.97,52.87,1.1,2.0806,48543.88,257317.349
310,688385.SH,20230608,54.09,54.5,52.86,52.87,54.38,-1.51,-2.7768,41452.77,221857.467
311,688385.SH,20230607,54.08,54.89,53.47,54.38,54.13,0.25,0.4619,26554.24,143794.915
312,688385.SH,20230606,56.18,56.18,53.89,54.13,56.21,-2.08,-3.7004,45310.98,248388.7
313,688385.SH,20230605,57.0,57.94,56.1,56.21,57.2,-0.99,-1.7308,32716.14,185882.144
314,688385.SH,20230602,56.3,57.74,56.22,57.2,56.3,0.9,1.5986,29489.13,168200.228
315,688385.SH,20230601,57.08,57.08,55.85,56.3,57.08,-0.78,-1.3665,36353.52,204994.244
316,688385.SH,20230531,57.5,58.0,56.93,57.08,57.65,-0.57,-0.9887,31588.87,181315.764
317,688385.SH,20230530,56.39,57.91,55.8,57.65,56.78,0.87,1.5322,41637.69,236575.378
318,688385.SH,20230529,57.09,58.13,56.71,56.78,57.13,-0.35,-0.6126,49784.26,285423.682
319,688385.SH,20230526,56.0,57.74,55.21,57.13,55.71,1.42,2.5489,54909.31,310648.224
320,688385.SH,20230525,54.5,55.84,54.13,55.71,54.13,1.58,2.9189,49408.76,273307.263
321,688385.SH,20230524,54.01,54.85,53.0,54.13,54.5,-0.37,-0.6789,52281.12,282494.232
322,688385.SH,20230523,54.5,55.93,54.3,54.5,54.64,-0.14,-0.2562,41824.12,231029.578
323,688385.SH,20230522,55.55,55.79,54.46,54.64,55.24,-0.6,-1.0862,26512.3,145370.929
324,688385.SH,20230519,54.11,55.55,54.1,55.24,54.28,0.96,1.7686,42757.9,235646.764
325,688385.SH,20230518,56.08,56.08,53.96,54.28,55.67,-1.39,-2.4969,46574.78,254234.421
326,688385.SH,20230517,54.5,55.76,54.02,55.67,54.3,1.37,2.523,52417.15,289538.551
327,688385.SH,20230516,53.65,54.59,53.18,54.3,53.66,0.64,1.1927,39209.36,211891.595
328,688385.SH,20230515,52.31,53.68,51.81,53.66,52.0,1.66,3.1923,35943.8,190217.042
329,688385.SH,20230512,52.0,53.37,51.88,52.0,51.94,0.06,0.1155,44666.38,234436.417
330,688385.SH,20230511,51.92,52.41,51.5,51.94,51.45,0.49,0.9524,35002.01,181634.384
331,688385.SH,20230510,51.95,51.95,50.93,51.45,51.6,-0.15,-0.2907,36699.37,188362.201
332,688385.SH,20230509,52.5,52.66,51.37,51.6,52.2,-0.6,-1.1494,53578.3,278688.065
333,688385.SH,20230508,53.06,53.43,51.76,52.2,53.05,-0.85,-1.6023,60792.13,317628.316
334,688385.SH,20230505,53.58,54.24,52.75,53.05,53.6,-0.55,-1.0261,42645.76,226800.945
335,688385.SH,20230504,54.77,55.5,53.44,53.6,55.15,-1.55,-2.8105,57870.15,313916.353
336,688385.SH,20230428,55.0,55.96,53.91,55.15,55.67,-0.52,-0.9341,68092.54,372992.476
337,688385.SH,20230427,54.36,55.97,54.11,55.67,54.35,1.32,2.4287,61767.96,340650.151
338,688385.SH,20230426,54.23,54.77,53.03,54.35,54.26,0.09,0.1659,60888.5,328915.82
339,688385.SH,20230425,55.92,56.44,53.56,54.26,56.02,-1.76,-3.1417,76954.63,421247.894
340,688385.SH,20230424,56.82,58.3,55.53,56.02,57.0,-0.98,-1.7193,97575.29,554581.284
341,688385.SH,20230421,59.15,59.79,56.95,57.0,59.06,-2.06,-3.488,107503.48,626139.796
342,688385.SH,20230420,63.9,63.98,58.4,59.06,63.95,-4.89,-7.6466,215100.36,1283127.789
343,688385.SH,20230419,65.05,65.5,63.88,63.95,65.0,-1.05,-1.6154,109239.64,706065.172
344,688385.SH,20230418,66.17,66.7,64.3,65.0,66.66,-1.66,-2.4902,85828.15,558111.483
345,688385.SH,20230417,67.28,67.66,66.11,66.66,66.98,-0.32,-0.4778,68706.7,458284.871
346,688385.SH,20230414,66.08,67.35,64.43,66.98,65.74,1.24,1.8862,120003.33,793336.877
347,688385.SH,20230413,68.5,69.47,65.31,65.74,69.33,-3.59,-5.1781,140130.38,934605.562
348,688385.SH,20230412,69.11,70.64,68.5,69.33,69.79,-0.46,-0.6591,125990.34,874893.37
349,688385.SH,20230411,71.32,71.5,68.5,69.79,70.74,-0.95,-1.3429,126841.86,887687.79
350,688385.SH,20230410,75.6,75.89,70.22,70.74,75.11,-4.37,-5.8181,204937.52,1491148.232
351,688385.SH,20230407,71.0,75.96,69.63,75.11,70.41,4.7,6.6752,211986.11,1542872.374
352,688385.SH,20230406,66.49,72.49,65.2,70.41,66.86,3.55,5.3096,235616.04,1647764.542
353,688385.SH,20230404,66.43,68.81,66.0,66.86,65.88,0.98,1.4876,161484.71,1089026.687
354,688385.SH,20230403,66.12,67.28,64.87,65.88,65.46,0.42,0.6416,127459.3,843083.484
355,688385.SH,20230331,66.62,69.44,65.04,65.46,66.74,-1.28,-1.9179,125991.11,837903.418
356,688385.SH,20230330,65.25,68.49,64.88,66.74,65.17,1.57,2.4091,118107.61,790879.419
357,688385.SH,20230329,64.6,66.85,63.2,65.17,64.63,0.54,0.8355,106062.67,691790.318
358,688385.SH,20230328,66.34,67.34,63.8,64.63,67.26,-2.63,-3.9102,147846.0,961922.021
359,688385.SH,20230327,70.7,72.63,66.67,67.26,71.0,-3.74,-5.2676,167548.77,1157823.506
360,688385.SH,20230324,72.58,73.41,70.55,71.0,72.98,-1.98,-2.7131,147497.01,1061750.134
361,688385.SH,20230323,64.48,73.66,63.51,72.98,64.6,8.38,12.9721,216840.19,1478988.47
362,688385.SH,20230322,68.92,68.97,64.33,64.6,69.41,-4.81,-6.9298,153128.1,1005104.623
363,688385.SH,20230321,68.4,70.11,67.9,69.41,68.9,0.51,0.7402,44260.77,304538.808
364,688385.SH,20230320,71.45,71.78,68.7,68.9,71.31,-2.41,-3.3796,75529.37,528608.894
365,688385.SH,20230317,71.27,72.61,69.88,71.31,70.65,0.66,0.9342,57346.87,410102.581
366,688385.SH,20230316,70.0,72.09,69.97,70.65,70.77,-0.12,-0.1696,51359.23,365473.035
367,688385.SH,20230315,72.56,74.27,70.67,70.77,72.76,-1.99,-2.735,74285.05,537144.311
368,688385.SH,20230314,72.0,73.32,70.6,72.76,71.67,1.09,1.5209,80164.06,578352.867
369,688385.SH,20230313,71.5,73.16,70.68,71.67,70.42,1.25,1.7751,99173.08,712493.733
370,688385.SH,20230310,73.0,73.5,70.42,70.42,73.75,-3.33,-4.5153,112729.68,810960.557
371,688385.SH,20230309,74.48,74.58,73.0,73.75,74.16,-0.41,-0.5529,74489.54,550368.27
372,688385.SH,20230308,74.18,75.45,73.5,74.16,74.87,-0.71,-0.9483,71797.33,533502.38
373,688385.SH,20230307,76.24,76.82,74.53,74.87,76.99,-2.12,-2.7536,75555.83,570929.163
374,688385.SH,20230306,72.36,78.2,72.3,76.99,72.65,4.34,5.9738,125365.76,957156.246
375,688385.SH,20230303,71.57,73.0,71.38,72.65,70.63,2.02,2.86,69269.17,501046.109
376,688385.SH,20230302,72.17,72.62,70.55,70.63,72.17,-1.54,-2.1339,47471.58,337648.276
377,688385.SH,20230301,72.44,72.44,71.33,72.17,71.97,0.2,0.2779,55822.68,401294.634
378,688385.SH,20230228,72.53,73.0,70.56,71.97,72.58,-0.61,-0.8405,91735.35,655740.863
379,688385.SH,20230227,70.84,74.77,70.0,72.58,70.26,2.32,3.302,152258.08,1109574.1
380,688385.SH,20230224,69.48,71.29,68.83,70.26,69.01,1.25,1.8113,86967.68,610881.784
381,688385.SH,20230223,68.3,69.34,67.33,69.01,69.1,-0.09,-0.1302,58000.43,397186.893
382,688385.SH,20230222,64.88,69.99,64.5,69.1,65.81,3.29,4.9992,130836.69,891063.595
383,688385.SH,20230221,66.0,66.78,64.5,65.81,64.37,1.44,2.2371,59200.54,386885.947
384,688385.SH,20230220,65.2,65.29,63.84,64.37,64.9,-0.53,-0.8166,71611.59,461980.295
385,688385.SH,20230217,67.25,67.35,64.44,64.9,67.6,-2.7,-3.9941,86900.57,568435.466
386,688385.SH,20230216,69.6,71.29,67.13,67.6,69.85,-2.25,-3.2212,82034.4,568630.711
387,688385.SH,20230215,69.03,70.69,67.99,69.85,69.31,0.54,0.7791,72514.65,502927.677
388,688385.SH,20230214,71.17,72.16,68.9,69.31,71.65,-2.34,-3.2659,81641.88,572619.943
389,688385.SH,20230213,70.96,74.13,70.87,71.65,71.5,0.15,0.2098,89004.14,640344.233
390,688385.SH,20230210,72.58,75.25,70.5,71.5,72.83,-1.33,-1.8262,102504.92,745438.979
391,688385.SH,20230209,67.26,72.86,67.01,72.83,68.29,4.54,6.6481,83723.75,590724.549
392,688385.SH,20230208,68.54,70.28,67.92,68.29,68.0,0.29,0.4265,40454.76,279062.703
393,688385.SH,20230207,68.99,69.44,67.21,68.0,68.93,-0.93,-1.3492,37667.11,256266.379
394,688385.SH,20230206,70.0,70.6,68.3,68.93,70.14,-1.21,-1.7251,35591.66,246873.13
395,688385.SH,20230203,70.35,70.56,68.46,70.14,70.53,-0.39,-0.553,54121.54,375997.726
396,688385.SH,20230202,70.0,71.55,69.81,70.53,69.69,0.84,1.2053,61889.13,437928.993
397,688385.SH,20230201,68.01,70.28,68.01,69.69,67.76,1.93,2.8483,56520.23,392805.14
398,688385.SH,20230131,69.42,69.99,67.48,67.76,69.6,-1.84,-2.6437,52081.34,356472.962
399,688385.SH,20230130,69.65,70.1,68.0,69.6,69.0,0.6,0.8696,67405.8,465742.425
400,688385.SH,20230120,68.0,70.99,67.19,69.0,68.74,0.26,0.3782,56919.93,395271.274
401,688385.SH,20230119,66.65,68.8,66.11,68.74,67.09,1.65,2.4594,47883.76,325366.846
402,688385.SH,20230118,66.08,67.91,65.37,67.09,66.51,0.58,0.872,46974.03,313602.002
403,688385.SH,20230117,63.65,67.03,62.91,66.51,63.33,3.18,5.0213,98206.34,647100.23
404,688385.SH,20230116,63.6,64.85,63.19,63.33,63.93,-0.6,-0.9385,81394.07,520005.687
405,688385.SH,20230113,65.13,65.2,63.01,63.93,64.97,-1.04,-1.6007,71955.8,459576.374
406,688385.SH,20230112,65.95,66.02,63.09,64.97,65.55,-0.58,-0.8848,81909.25,532185.179
407,688385.SH,20230111,73.22,73.44,65.0,65.55,72.83,-7.28,-9.9959,151796.62,1024785.915
408,688385.SH,20230110,73.0,74.3,72.13,72.83,73.45,-0.62,-0.8441,44362.89,324320.01
409,688385.SH,20230109,73.62,75.8,72.91,73.45,74.22,-0.77,-1.0375,39455.62,292743.282
410,688385.SH,20230106,73.76,75.47,73.35,74.22,74.22,0.0,0.0,39807.91,295993.828
411,688385.SH,20230105,75.01,75.22,72.8,74.22,74.53,-0.31,-0.4159,39525.13,292791.645
412,688385.SH,20230104,75.57,75.96,73.75,74.53,75.39,-0.86,-1.1407,43914.19,327104.856
413,688385.SH,20230103,69.96,76.18,69.39,75.39,69.81,5.58,7.9931,91277.28,675986.086
414,688385.SH,20221230,71.01,71.69,69.55,69.81,71.02,-1.21,-1.7037,40741.34,286056.363
415,688385.SH,20221229,70.68,72.36,69.69,71.02,70.98,0.04,0.0564,54700.91,389517.422
416,688385.SH,20221228,69.95,73.09,69.95,70.98,70.75,0.23,0.3251,70761.76,505353.553
417,688385.SH,20221227,66.87,71.77,64.8,70.75,66.81,3.94,5.8973,93887.85,647521.023
418,688385.SH,20221226,65.33,68.0,64.71,66.81,65.32,1.49,2.2811,44698.97,298548.053
419,688385.SH,20221223,66.0,67.74,64.82,65.32,67.79,-2.47,-3.6436,45570.58,299341.442
420,688385.SH,20221222,69.0,69.43,67.69,67.79,69.18,-1.39,-2.0093,25228.38,172737.725
421,688385.SH,20221221,70.3,70.65,68.29,69.18,71.19,-2.01,-2.8234,40324.94,278790.638
422,688385.SH,20221220,70.18,72.14,70.15,71.19,70.29,0.9,1.2804,43544.12,310415.434
423,688385.SH,20221219,71.57,73.34,70.04,70.29,71.9,-1.61,-2.2392,49088.57,349760.443
424,688385.SH,20221216,73.98,74.58,71.3,71.9,74.6,-2.7,-3.6193,48261.7,349219.473
425,688385.SH,20221215,74.64,76.2,74.21,74.6,75.31,-0.71,-0.9428,32385.79,243004.332
426,688385.SH,20221214,78.0,79.18,74.5,75.31,76.19,-0.88,-1.155,64168.2,492937.355
427,688385.SH,20221213,75.12,77.39,75.01,76.19,76.2,-0.01,-0.0131,46330.83,352825.237
428,688385.SH,20221212,75.5,76.99,72.8,76.2,77.0,-0.8,-1.039,97264.84,727699.217
429,688385.SH,20221209,73.7,77.0,72.86,77.0,73.7,3.3,4.4776,132803.42,998328.926
430,688385.SH,20221208,75.28,75.39,72.99,73.7,75.37,-1.67,-2.2157,60959.69,449444.484
431,688385.SH,20221207,76.28,76.78,74.6,75.37,76.88,-1.51,-1.9641,45574.04,344683.611
432,688385.SH,20221206,73.78,77.0,73.55,76.88,74.2,2.68,3.6119,57562.51,435297.751
433,688385.SH,20221205,79.11,79.52,73.5,74.2,79.3,-5.1,-6.4313,79514.26,601299.908
434,688385.SH,20221202,76.91,80.22,76.6,79.3,77.2,2.1,2.7202,73000.47,577050.071
435,688385.SH,20221201,75.0,78.21,74.14,77.2,76.17,1.03,1.3522,92819.27,707941.786
436,688385.SH,20221130,74.22,76.17,72.28,76.17,74.37,1.8,2.4203,97136.4,724782.41
437,688385.SH,20221129,76.95,76.97,74.06,74.37,77.44,-3.07,-3.9644,77999.69,585195.82
438,688385.SH,20221128,76.15,80.35,76.04,77.44,78.4,-0.96,-1.2245,54918.81,427462.742
439,688385.SH,20221125,81.94,83.0,78.15,78.4,82.54,-4.14,-5.0157,71238.09,567005.274
440,688385.SH,20221124,83.5,86.84,82.13,82.54,83.3,-0.76,-0.9124,70048.54,587816.469
441,688385.SH,20221123,79.5,84.61,77.31,83.3,78.97,4.33,5.4831,91086.97,742300.023
442,688385.SH,20221122,80.3,80.3,77.0,78.97,79.61,-0.64,-0.8039,40310.74,316323.423
443,688385.SH,20221121,79.49,80.8,78.98,79.61,79.85,-0.24,-0.3006,45442.33,362516.385
444,688385.SH,20221118,82.46,84.45,79.8,79.85,82.21,-2.36,-2.8707,46537.36,378463.559
445,688385.SH,20221117,81.55,82.68,77.43,82.21,80.89,1.32,1.6318,73610.79,594532.582
446,688385.SH,20221116,82.48,82.9,79.28,80.89,82.18,-1.29,-1.5697,82265.81,665481.949
447,688385.SH,20221115,84.31,87.48,82.1,82.18,84.57,-2.39,-2.8261,87881.69,741646.023
448,688385.SH,20221114,84.23,84.74,81.35,84.57,84.28,0.29,0.3441,38901.62,324417.701
449,688385.SH,20221111,86.79,87.17,83.67,84.28,84.56,-0.28,-0.3311,45941.39,392171.206
450,688385.SH,20221110,85.5,86.38,83.56,84.56,86.2,-1.64,-1.9026,42487.66,359990.876
451,688385.SH,20221109,85.75,88.68,85.5,86.2,84.85,1.35,1.591,51458.08,449383.296
452,688385.SH,20221108,82.88,85.19,82.59,84.85,82.05,2.8,3.4126,62994.54,530790.553
453,688385.SH,20221107,89.55,90.81,81.16,82.05,89.75,-7.7,-8.5794,129666.69,1093866.367
454,688385.SH,20221104,89.31,91.36,87.01,89.75,88.48,1.27,1.4354,75328.94,674888.024
455,688385.SH,20221103,86.88,90.3,86.56,88.48,87.8,0.68,0.7745,69134.71,612215.537
456,688385.SH,20221102,89.0,90.33,86.1,87.8,89.9,-2.1,-2.3359,82999.24,725680.143
457,688385.SH,20221101,93.83,94.5,85.83,89.9,93.83,-3.93,-4.1884,106520.27,950315.027
458,688385.SH,20221031,95.51,97.6,93.0,93.83,94.76,-0.93,-0.9814,44512.05,422754.228
459,688385.SH,20221028,95.3,99.85,94.4,94.76,95.87,-1.11,-1.1578,34711.66,335434.63
460,688385.SH,20221027,97.59,97.59,92.0,95.87,97.63,-1.76,-1.8027,49123.33,467470.147
461,688385.SH,20221026,95.37,99.54,92.03,97.63,95.1,2.53,2.6604,41661.53,401305.316
462,688385.SH,20221025,95.49,100.0,93.69,95.1,98.0,-2.9,-2.9592,39046.98,374693.946
463,688385.SH,20221024,90.0,98.99,88.63,98.0,88.05,9.95,11.3004,56545.15,533624.044
464,688385.SH,20221021,84.99,88.88,83.41,88.05,85.15,2.9,3.4058,44383.84,386144.714
465,688385.SH,20221020,84.22,88.0,81.69,85.15,83.75,1.4,1.6716,36340.44,310039.418
466,688385.SH,20221019,84.45,85.52,82.5,83.75,84.25,-0.5,-0.5935,26230.97,220593.072
467,688385.SH,20221018,79.28,86.39,79.28,84.25,79.01,5.24,6.6321,59463.31,495469.119
468,688385.SH,20221017,80.2,84.78,77.82,79.01,81.3,-2.29,-2.8167,48720.99,390379.538
469,688385.SH,20221014,80.31,81.56,78.9,81.3,79.85,1.45,1.8159,40699.93,326742.747
470,688385.SH,20221013,74.06,81.25,74.06,79.85,75.51,4.34,5.7476,53774.5,430406.138
471,688385.SH,20221012,70.4,76.18,69.18,75.51,70.02,5.49,7.8406,56808.35,415147.739
472,688385.SH,20221011,70.6,72.9,69.22,70.02,70.85,-0.83,-1.1715,46933.9,331885.331
473,688385.SH,20221010,75.26,75.26,66.8,70.85,75.26,-4.41,-5.8597,80212.72,554921.13
474,688385.SH,20220930,76.68,76.8,73.0,75.26,76.24,-0.98,-1.2854,36128.69,270542.423
475,688385.SH,20220929,77.58,78.18,76.01,76.24,76.18,0.06,0.0788,32373.15,249182.811
476,688385.SH,20220928,79.92,80.0,76.0,76.18,79.99,-3.81,-4.7631,38079.35,295465.637
477,688385.SH,20220927,76.85,81.58,76.05,79.99,76.85,3.14,4.0859,48766.24,389594.585
478,688385.SH,20220926,76.2,78.5,75.5,76.85,76.21,0.64,0.8398,36821.08,284813.532
479,688385.SH,20220923,79.59,82.93,76.21,76.21,80.07,-3.86,-4.8208,35153.21,276137.085
480,688385.SH,20220922,76.24,81.78,76.0,80.07,76.65,3.42,4.4618,53866.32,428621.072
481,688385.SH,20220921,79.76,80.34,75.06,76.65,79.56,-2.91,-3.6576,54198.27,416820.062
482,688385.SH,20220920,79.25,80.78,77.88,79.56,79.64,-0.08,-0.1005,31989.54,253418.751
483,688385.SH,20220919,78.88,84.2,77.5,79.64,80.85,-1.21,-1.4966,69214.77,559253.679
484,688385.SH,20220916,77.51,80.85,77.03,80.85,78.45,2.4,3.0593,65877.65,518379.817
485,688385.SH,20220915,80.9,82.88,76.76,78.45,81.34,-2.89,-3.553,80394.78,640833.76
486,688385.SH,20220914,78.73,84.98,78.3,81.34,80.12,1.22,1.5227,49972.4,408160.165
487,688385.SH,20220913,75.19,80.7,74.83,80.12,75.2,4.92,6.5426,65857.01,516033.63
488,688385.SH,20220909,78.32,78.32,74.08,75.2,78.32,-3.12,-3.9837,58450.38,438124.3
489,688385.SH,20220908,71.13,79.49,71.13,78.32,71.86,6.46,8.9897,102305.23,784177.842
490,688385.SH,20220907,73.59,74.76,71.17,71.86,73.15,-1.29,-1.7635,51905.8,377834.201
491,688385.SH,20220906,72.66,73.97,71.7,73.15,72.75,0.4,0.5498,29459.75,214902.73
492,688385.SH,20220905,73.0,75.09,72.0,72.75,74.08,-1.33,-1.7954,48888.69,359175.281
493,688385.SH,20220902,70.73,76.0,69.5,74.08,71.5,2.58,3.6084,83638.26,612309.403
494,688385.SH,20220901,71.66,73.46,70.96,71.5,70.0,1.5,2.1429,63940.29,461931.629
495,688385.SH,20220831,69.45,71.09,66.3,70.0,70.14,-0.14,-0.1996,59323.28,405681.079
496,688385.SH,20220830,73.1,73.1,69.33,70.14,73.24,-3.1,-4.2327,47622.27,335855.774
497,688385.SH,20220829,68.51,73.75,68.51,73.24,69.61,3.63,5.2148,60090.71,437378.859
498,688385.SH,20220826,69.69,73.0,69.21,69.61,69.47,0.14,0.2015,54740.99,390948.09
499,688385.SH,20220825,72.9,73.15,68.68,69.47,73.0,-3.53,-4.8356,63536.72,447088.389
500,688385.SH,20220824,73.98,74.22,71.19,73.0,74.3,-1.3,-1.7497,61425.4,445931.261
501,688385.SH,20220823,68.5,76.75,68.02,74.3,68.46,5.84,8.5305,92942.25,678139.401
502,688385.SH,20220822,66.84,69.15,65.24,68.46,66.4,2.06,3.1024,72665.23,494894.985
